yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,20989,20989,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,222.5,222.5,,,219.5,225.5,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,235.8,235.8,,,232.6,239.1,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,223,223,,,220,226,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,231.7,231.7,,,228.5,234.8,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,21445,21445,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,224.9,224.9,,,221.9,227.9,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,229.3,229.3,,,226.2,232.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,21142,21142,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,220.7,220.7,,,217.7,223.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,221.6,221.6,,,218.6,224.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,GENDER,GENM,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,34239,34239,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,298.5,298.5,,,295.3,301.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,199.4,199.4,,,197.2,201.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,34022,34022,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,297.8,297.8,,,294.7,301,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,195.8,195.8,,,193.7,198,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,33130,33130,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,290.5,290.5,,,287.4,293.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,188.3,188.3,,,186.2,190.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,33075,33075,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,290.9,290.9,,,287.7,294,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,187.1,187.1,,,185,189.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,,Nmbr,Number,32134,32134,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",CrdRate,Crude Rate,284.3,284.3,,,281.1,287.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,181.2,181.2,,,179.2,183.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_2,,36,RACE,WHT,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,33281,33281,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,171.7,171.7,,,169.9,173.6,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,147.8,147.8,,,146.2,149.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,32437,32437,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,166.6,166.6,,,164.8,168.5,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,141.1,141.1,,,139.5,142.6,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,31437,31437,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,160.6,160.6,,,158.9,162.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,133.8,133.8,,,132.3,135.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,31184,31184,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,158.7,158.7,,,156.9,160.4,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,130.7,130.7,,,129.2,132.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,30213,30213,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,153,153,,,151.3,154.7,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,124.7,124.7,,,123.3,126.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,OVERALL,OVR,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,49,49,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,70.5,70.5,,,52.1,93.2,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,98.6,98.6,,,71.9,131.9,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,34,34,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,48.4,48.4,,,33.5,67.6,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,63.6,63.6,,,43.5,89.8,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,38,38,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,54,54,,,38.2,74.1,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,69.6,69.6,,,48.8,96.4,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,41,41,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,57.9,57.9,,,41.5,78.5,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,73.5,73.5,,,52.3,100.5,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,39,39,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,54.6,54.6,,,38.8,74.6,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,61.1,61.1,,,43,84.2,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,AIAN,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,847,847,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,56.4,56.4,,,52.6,60.2,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,87,87,,,80.9,93.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,837,837,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,54.4,54.4,,,50.7,58.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,80.1,80.1,,,74.5,85.7,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,875,875,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,55.1,55.1,,,51.4,58.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,78.1,78.1,,,72.8,83.4,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,976,976,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,59.7,59.7,,,56,63.5,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,80.8,80.8,,,75.6,85.9,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,991,991,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,58.2,58.2,,,54.6,61.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,75.3,75.3,,,70.5,80.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,API,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,4216,4216,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,144.4,144.4,,,140.1,148.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,172.1,172.1,,,166.8,177.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,4035,4035,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,137.3,137.3,,,133.1,141.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,160.2,160.2,,,155.2,165.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,4141,4141,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,140.2,140.2,,,135.9,144.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,158,158,,,153.1,162.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Nmbr,Number,4131,4131,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,164,164,,,161.4,166.5,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",CrdRate,Crude Rate,139.2,139.2,,,134.9,143.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_3,,36,RACE,BLK,,,,
